control_key,control_name,framework_key,framework_name,clause_ref
data-retention-disposal,Data retention & secure disposal,soc-2,SOC 2,C1.2
data-retention-disposal,Data retention & secure disposal,soc-2,SOC 2,CC6.5
data-retention-disposal,Data retention & secure disposal,soc-2,SOC 2,P4.2
data-retention-disposal,Data retention & secure disposal,soc-2,SOC 2,P4.3
data-retention-disposal,Data retention & secure disposal,us-employment-federal,US Employment Law (federal baseline),us.recordkeeping.eeo
data-retention-disposal,Data retention & secure disposal,us-employment-federal,US Employment Law (federal baseline),us.recordkeeping.i9-retention
hr-security,Personnel security (HR),fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PS-1
hr-security,Personnel security (HR),fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PS-2
hr-security,Personnel security (HR),fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PS-3
hr-security,Personnel security (HR),fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PS-6
hr-security,Personnel security (HR),fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PS-7
hr-security,Personnel security (HR),fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PS-9
hr-security,Personnel security (HR),fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-3(3)
hr-security,Personnel security (HR),fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-1
hr-security,Personnel security (HR),fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-2
hr-security,Personnel security (HR),fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-3
hr-security,Personnel security (HR),fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-6
hr-security,Personnel security (HR),fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-7
hr-security,Personnel security (HR),fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-9
hr-security,Personnel security (HR),fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-3(3)
hr-security,Personnel security (HR),fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-1
hr-security,Personnel security (HR),fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-2
hr-security,Personnel security (HR),fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-3
hr-security,Personnel security (HR),fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-6
hr-security,Personnel security (HR),fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-7
hr-security,Personnel security (HR),fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-9
hr-security,Personnel security (HR),gdpr,GDPR,Art.32(4)
hr-security,Personnel security (HR),hipaa,HIPAA,164.308(a)(3)(ii)(B)
hr-security,Personnel security (HR),hipaa,HIPAA,164.308(a)(3)(ii)(C)
hr-security,Personnel security (HR),iso-27001,ISO/IEC 27001,A.5.11
hr-security,Personnel security (HR),iso-27001,ISO/IEC 27001,A.6.1
hr-security,Personnel security (HR),iso-27001,ISO/IEC 27001,A.6.2
hr-security,Personnel security (HR),iso-27001,ISO/IEC 27001,A.6.5
hr-security,Personnel security (HR),nist-800-171,NIST SP 800-171,3.9.1
hr-security,Personnel security (HR),nist-800-53,NIST SP 800-53,PS-1
hr-security,Personnel security (HR),nist-800-53,NIST SP 800-53,PS-2
hr-security,Personnel security (HR),nist-800-53,NIST SP 800-53,PS-3
hr-security,Personnel security (HR),nist-800-53,NIST SP 800-53,PS-6
hr-security,Personnel security (HR),nist-800-53,NIST SP 800-53,PS-7
hr-security,Personnel security (HR),nist-800-53,NIST SP 800-53,PS-9
hr-security,Personnel security (HR),nist-csf,NIST Cybersecurity Framework,GV.RR-04
hr-security,Personnel security (HR),pci-dss,PCI DSS,12.7
hr-security,Personnel security (HR),soc-2,SOC 2,CC1.4
hr-security,Personnel security (HR),sox,SOX (Sarbanes-Oxley) Section 404,P4
hr-security,Personnel security (HR),us-employment-federal,US Employment Law (federal baseline),us.hiring-onboarding.ada-preoffer
hr-security,Personnel security (HR),us-employment-federal,US Employment Law (federal baseline),us.hiring-onboarding.fcra-background
security-privacy-officers,Named security & privacy officers,hipaa,HIPAA,164.308(a)(2)
security-privacy-officers,Named security & privacy officers,hipaa,HIPAA,164.530(a)(2)
security-privacy-officers,Named security & privacy officers,iso-27001,ISO/IEC 27001,5.3
security-privacy-officers,Named security & privacy officers,iso-27001,ISO/IEC 27001,A.5.2
security-privacy-officers,Named security & privacy officers,pipeda,PIPEDA,4.1
security-privacy-officers,Named security & privacy officers,pipeda,PIPEDA,4.1.1
security-privacy-officers,Named security & privacy officers,pipeda,PIPEDA,4.1.2
security-privacy-officers,Named security & privacy officers,pipeda,PIPEDA,6
disciplinary-process,Disciplinary & sanctions process,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PS-8
disciplinary-process,Disciplinary & sanctions process,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PS-8
disciplinary-process,Disciplinary & sanctions process,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PS-8
disciplinary-process,Disciplinary & sanctions process,hipaa,HIPAA,164.308(a)(1)(ii)(C)
disciplinary-process,Disciplinary & sanctions process,hipaa,HIPAA,164.530(e)(2)
disciplinary-process,Disciplinary & sanctions process,iso-27001,ISO/IEC 27001,A.6.4
disciplinary-process,Disciplinary & sanctions process,nist-800-53,NIST SP 800-53,PS-8
data-segregation,Segregation of regulated data inside a larger organization,cis-controls,CIS Controls,3.12
data-segregation,Segregation of regulated data inside a larger organization,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-4(21)
data-segregation,Segregation of regulated data inside a larger organization,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-4(21)
data-segregation,Segregation of regulated data inside a larger organization,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-7(21)
data-segregation,Segregation of regulated data inside a larger organization,hipaa,HIPAA,164.308(a)(4)(ii)(A)
endpoint-security,Workstation & endpoint security,cis-controls,CIS Controls,4.3
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-7(12)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4(23)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-2(5)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-11
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-11(1)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-12
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-7(12)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(23)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-2(5)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-11
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-11(1)
endpoint-security,Workstation & endpoint security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-12
endpoint-security,Workstation & endpoint security,hipaa,HIPAA,164.310(b)
endpoint-security,Workstation & endpoint security,hipaa,HIPAA,164.310(c)
endpoint-security,Workstation & endpoint security,hipaa,HIPAA,164.312(a)(2)(iii)
endpoint-security,Workstation & endpoint security,iso-27001,ISO/IEC 27001,A.7.7
endpoint-security,Workstation & endpoint security,iso-27001,ISO/IEC 27001,A.8.1
endpoint-security,Workstation & endpoint security,nist-800-171,NIST SP 800-171,3.1.10
endpoint-security,Workstation & endpoint security,nist-800-171,NIST SP 800-171,3.1.11
endpoint-security,Workstation & endpoint security,nist-800-53,NIST SP 800-53,AC-2(5)
endpoint-security,Workstation & endpoint security,nist-800-53,NIST SP 800-53,AC-11
endpoint-security,Workstation & endpoint security,nist-800-53,NIST SP 800-53,AC-11(1)
endpoint-security,Workstation & endpoint security,nist-800-53,NIST SP 800-53,AC-12
data-integrity,Data integrity verification,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-SVC-VCM
data-integrity,Data integrity verification,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-SVC-VRI
data-integrity,Data integrity verification,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-6
data-integrity,Data integrity verification,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-7
data-integrity,Data integrity verification,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-7(1)
data-integrity,Data integrity verification,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-7(7)
data-integrity,Data integrity verification,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-6
data-integrity,Data integrity verification,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-7(2)
data-integrity,Data integrity verification,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-7(5)
data-integrity,Data integrity verification,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-7
data-integrity,Data integrity verification,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-7(1)
data-integrity,Data integrity verification,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-7(7)
data-integrity,Data integrity verification,hipaa,HIPAA,164.312(c)(2)
data-integrity,Data integrity verification,hipaa,HIPAA,164.312(e)(2)(i)
data-integrity,Data integrity verification,nist-800-53,NIST SP 800-53,SI-7
data-integrity,Data integrity verification,nist-800-53,NIST SP 800-53,SI-7(1)
data-integrity,Data integrity verification,nist-800-53,NIST SP 800-53,SI-7(7)
data-integrity,Data integrity verification,nist-csf,NIST Cybersecurity Framework,RC.RP-05
data-integrity,Data integrity verification,pci-dss,PCI DSS,11.5
quality-policy,Quality policy & objectives,iso-9001,ISO 9001,5.2.1
quality-policy,Quality policy & objectives,iso-9001,ISO 9001,5.2.2
quality-policy,Quality policy & objectives,iso-9001,ISO 9001,6.2.1
quality-policy,Quality policy & objectives,iso-9001,ISO 9001,6.2.2
risk-opportunity-planning,Risk & opportunity planning,iso-42001,ISO/IEC 42001,6.1.1
risk-opportunity-planning,Risk & opportunity planning,iso-9001,ISO 9001,6.1.1
risk-opportunity-planning,Risk & opportunity planning,iso-9001,ISO 9001,6.1.2
risk-opportunity-planning,Risk & opportunity planning,nist-csf,NIST Cybersecurity Framework,GV.RM-07
document-control,Document & records control,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-ENH-VRH
document-control,Document & records control,hipaa,HIPAA,164.316(b)(2)(i)
document-control,Document & records control,hipaa,HIPAA,164.316(b)(2)(ii)
document-control,Document & records control,hipaa,HIPAA,164.316(b)(2)(iii)
document-control,Document & records control,hipaa,HIPAA,164.530(i)(3)
document-control,Document & records control,hipaa,HIPAA,164.530(i)(5)
document-control,Document & records control,hipaa,HIPAA,164.530(j)(2)
document-control,Document & records control,iso-27001,ISO/IEC 27001,7.5
document-control,Document & records control,iso-27001,ISO/IEC 27001,A.5.33
document-control,Document & records control,iso-27001,ISO/IEC 27001,A.5.37
document-control,Document & records control,iso-42001,ISO/IEC 42001,7.5
document-control,Document & records control,iso-9001,ISO 9001,7.5.1
document-control,Document & records control,iso-9001,ISO 9001,7.5.2
document-control,Document & records control,iso-9001,ISO 9001,7.5.3.1
document-control,Document & records control,iso-9001,ISO 9001,7.5.3.2
document-control,Document & records control,soc-2,SOC 2,CC5.3
document-control,Document & records control,sox,SOX (Sarbanes-Oxley) Section 404,P12
competence-management,Competence management,iso-27001,ISO/IEC 27001,7.2
competence-management,Competence management,iso-42001,ISO/IEC 42001,7.2
competence-management,Competence management,iso-9001,ISO 9001,7.2
competence-management,Competence management,sox,SOX (Sarbanes-Oxley) Section 404,P4
management-system-awareness,Management-system awareness,iso-27001,ISO/IEC 27001,7.3
management-system-awareness,Management-system awareness,iso-42001,ISO/IEC 42001,7.3
management-system-awareness,Management-system awareness,iso-9001,ISO 9001,7.3
internal-audit-program,Internal audit program,coppa,COPPA,312.8(b)(5)
internal-audit-program,Internal audit program,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CA-1
internal-audit-program,Internal audit program,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CA-2
internal-audit-program,Internal audit program,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CA-2(1)
internal-audit-program,Internal audit program,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CA-2(3)
internal-audit-program,Internal audit program,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CA-1
internal-audit-program,Internal audit program,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CA-2
internal-audit-program,Internal audit program,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CA-2(1)
internal-audit-program,Internal audit program,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CA-7(1)
internal-audit-program,Internal audit program,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CA-2(2)
internal-audit-program,Internal audit program,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CA-2(3)
